name,freq,score
Immunoglobulin genes,147,2
Intracellular and membrane,619,0
Secreted - unknown location,116,2
Secreted in brain,76,2
Secreted in female reproductive system,38,2
Secreted in male reproductive system,123,2
Secreted in other tissues,286,2
Secreted to blood,785,2
Secreted to digestive system,94,2
Secreted to extracellular matrix,236,2
