name,freq,score
"Vesicles,Plasma membrane,Primary cilium,Centriolar satellite,Basal body,Cytosol,Mid piece,Principal piece,End piece",1,-1
"Vesicles,Plasma membrane,Primary cilium,Cytosol,Mid piece,Principal piece",1,-1
"Vesicles,Plasma membrane,Primary cilium,Primary cilium tip,Basal body,Cytosol",1,-1
"Vesicles,Plasma membrane,Primary cilium,Primary cilium tip,Centriolar satellite,Basal body",1,-1
"Vesicles,Plasma membrane,Primary cilium,Primary cilium tip,Mitochondria",1,-1
"Vesicles,Plasma membrane,Primary cilium,Primary cilium tip,Primary cilium transition zone,Basal body,Cytosol",1,-1
"Vesicles,Plasma membrane,Primary cilium,Primary cilium transition zone",2,-1
"Vesicles,Plasma membrane,Primary cilium,Principal piece,End piece",1,-1
"Vesicles,Primary cilium tip,Primary cilium transition zone",1,-1
"Vesicles,Primary cilium transition zone",1,-1
"Vesicles,Primary cilium transition zone,Centriolar satellite,Cytosol,Mid piece,Principal piece,Annulus",1,-1
"Vesicles,Primary cilium transition zone,Centrosome,Basal body",1,-1
"Vesicles,Primary cilium transition zone,Mid piece",1,-1
"Vesicles,Primary cilium,Centriolar satellite,Basal body,Acrosome,Principal piece,End piece,Annulus",1,-1
"Vesicles,Primary cilium,Centriolar satellite,Basal body,Cytosol",1,-1
"Vesicles,Primary cilium,Centriolar satellite,Basal body,Cytosol,Equatorial segment,Mid piece,Principal piece",1,-1
"Vesicles,Primary cilium,Cytosol",4,-1
"Vesicles,Principal piece",2,-1
