name,freq,score
Acrosome,11,-1
"Acrosome,Annulus",1,-1
"Acrosome,Equatorial segment",11,-1
"Acrosome,Equatorial segment,Mid piece",1,-1
"Acrosome,Equatorial segment,Mid piece,Principal piece,End piece",3,-1
"Acrosome,Equatorial segment,Principal piece",2,-1
"Acrosome,Mid piece",2,-1
"Acrosome,Mid piece,Principal piece,Annulus",1,-1
"Acrosome,Principal piece",1,-1
"Acrosome,Principal piece,End piece",1,-1
Actin filaments,24,-1
"Actin filaments,Centriolar satellite",1,-1
"Actin filaments,Centrosome",2,-1
"Actin filaments,Cytokinetic bridge,Midbody,Primary cilium",1,-1
"Actin filaments,Cytosol",24,-1
"Actin filaments,Focal adhesion sites",5,-1
"Actin filaments,Focal adhesion sites,Cytosol",2,-1
"Actin filaments,Focal adhesion sites,Primary cilium,Primary cilium transition zone,Cytosol",3,-1
"Actin filaments,Microtubules",2,-1
"Actin filaments,Microtubules,Annulus",1,-1
"Actin filaments,Microtubules,Cytokinetic bridge,Primary cilium",1,-1
"Actin filaments,Mitochondria",1,-1
"Actin filaments,Mitochondria,Cytosol",1,-1
"Actin filaments,Primary cilium",2,-1
"Actin filaments,Primary cilium,Cytosol,Mid piece,Principal piece,Annulus",1,-1
"Actin filaments,Primary cilium,Principal piece",1,-1
"Aggresome,Cytosol",4,-1
Annulus,1,-1
Basal body,2,-1
"Basal body,Cytosol",6,-1
Calyx,3,-1
"Calyx,Connecting piece,Mid piece",1,-1
"Calyx,Connecting piece,Mid piece,Principal piece,End piece,Annulus",1,-1
"Calyx,Mid piece",1,-1
"Calyx,Mid piece,Principal piece,End piece",1,-1
"Calyx,Principal piece",1,-1
Cell Junctions,47,0
"Cell Junctions,Aggresome",1,-1
"Cell Junctions,Centriolar satellite,Cytosol",2,-1
"Cell Junctions,Centrosome",1,-1
"Cell Junctions,Centrosome,Basal body",1,-1
"Cell Junctions,Centrosome,Basal body,Cytosol,Equatorial segment,Mid piece,Principal piece",1,-1
"Cell Junctions,Cytosol",16,-1
"Cell Junctions,Microtubules",1,-1
"Cell Junctions,Mitochondria",3,-1
Centriolar satellite,24,-2
"Centriolar satellite,Basal body",2,-2
"Centriolar satellite,Centrosome,Basal body",5,-2
"Centriolar satellite,Centrosome,Basal body,Acrosome,Equatorial segment,Principal piece",1,-2
"Centriolar satellite,Centrosome,Basal body,Cytosol",2,-2
"Centriolar satellite,Centrosome,Cytosol",1,-2
"Centriolar satellite,Centrosome,Cytosol,Flagellar centriole,Mid piece",1,-2
"Centriolar satellite,Cytosol",27,-2
"Centriolar satellite,Cytosol,End piece",1,-2
"Centriolar satellite,Mitochondria,Cytosol,Connecting piece,Mid piece,Principal piece",1,-2
"Centriolar satellite,Principal piece",1,-2
"Centriolar satellite,Rods & Rings",1,-2
Centrosome,52,-2
"Centrosome,Acrosome",1,-2
"Centrosome,Basal body",9,-2
"Centrosome,Basal body,Acrosome,Mid piece",1,-2
"Centrosome,Basal body,Acrosome,Mid piece,Principal piece,End piece",1,-2
"Centrosome,Basal body,Cytosol",10,-2
"Centrosome,Basal body,Cytosol,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Centrosome,Basal body,Cytosol,Flagellar centriole",1,-2
"Centrosome,Basal body,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Centrosome,Cytosol",29,-2
"Centrosome,Cytosol,Connecting piece,Mid piece",1,-2
"Centrosome,Cytosol,End piece",1,-2
"Centrosome,Cytosol,Flagellar centriole,Mid piece,Annulus",1,-2
"Centrosome,Cytosol,Mid piece,End piece",1,-2
"Centrosome,Cytosol,Mid piece,Principal piece",1,-2
"Centrosome,Cytosol,Perinuclear theca,Calyx",1,-2
"Centrosome,Mid piece",1,-2
"Centrosome,Mitochondria",1,-2
"Centrosome,Mitochondria,Cytosol",1,-2
"Connecting piece,Flagellar centriole",1,-2
"Connecting piece,Flagellar centriole,Annulus",1,-2
"Connecting piece,Flagellar centriole,Mid piece",1,-2
"Connecting piece,Flagellar centriole,Mid piece,Principal piece",1,-2
"Connecting piece,Mid piece",1,-2
"Connecting piece,Mid piece,Principal piece",2,-2
"Connecting piece,Mid piece,Principal piece,End piece",1,-2
Cytokinetic bridge,2,-2
"Cytokinetic bridge,Centriolar satellite,Cytosol",1,-2
"Cytokinetic bridge,Cytosol",3,-2
"Cytokinetic bridge,Midbody,Cytosol",1,-2
"Cytokinetic bridge,Mitochondria",2,-2
"Cytokinetic bridge,Mitotic spindle,Cytosol",2,-2
"Cytokinetic bridge,Mitotic spindle,Cytosol,Flagellar centriole,Mid piece,Principal piece,End piece,Annulus",1,-2
"Cytokinetic bridge,Mitotic spindle,Primary cilium,Centrosome,Basal body,Cytosol",1,-2
"Cytokinetic bridge,Mitotic spindle,Primary cilium,Cytosol",1,-2
Cytoplasmic bodies,15,-2
Cytosol,900,-2
"Cytosol,Acrosome",1,-2
"Cytosol,Acrosome,Equatorial segment",4,-2
"Cytosol,Acrosome,Mid piece",1,-2
"Cytosol,Acrosome,Perinuclear theca,Flagellar centriole,Principal piece,Annulus",1,-2
"Cytosol,Acrosome,Principal piece",1,-2
"Cytosol,Annulus",1,-2
"Cytosol,Connecting piece,Mid piece",3,-2
"Cytosol,Connecting piece,Mid piece,Principal piece",1,-2
"Cytosol,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Cytosol,Cytoplasmic bodies",13,-2
"Cytosol,End piece",1,-2
"Cytosol,Equatorial segment",1,-2
"Cytosol,Equatorial segment,Connecting piece",1,-2
"Cytosol,Equatorial segment,Mid piece,Principal piece",1,-2
"Cytosol,Equatorial segment,Mid piece,Principal piece,End piece",4,-2
"Cytosol,Equatorial segment,Principal piece,Annulus",1,-2
"Cytosol,Flagellar centriole,End piece",1,-2
"Cytosol,Mid piece",2,-2
"Cytosol,Mid piece,Principal piece",6,-2
"Cytosol,Mid piece,Principal piece,End piece",4,-2
"Cytosol,Mid piece,Principal piece,End piece,Annulus",2,-2
"Cytosol,Perinuclear theca,Calyx,Flagellar centriole,Mid piece,Principal piece",3,-2
"Cytosol,Perinuclear theca,Flagellar centriole,Mid piece",1,-2
"Cytosol,Principal piece",1,-2
"Cytosol,Rods & Rings",3,-2
End piece,1,-2
Endoplasmic reticulum,231,-1
"Endoplasmic reticulum,Acrosome",1,-1
"Endoplasmic reticulum,Aggresome",1,-1
"Endoplasmic reticulum,Cell Junctions",1,-1
"Endoplasmic reticulum,Centriolar satellite",1,-1
"Endoplasmic reticulum,Centriolar satellite,Cytosol",1,-1
"Endoplasmic reticulum,Centrosome",1,-1
"Endoplasmic reticulum,Centrosome,Mitochondria,Cytosol",1,-1
"Endoplasmic reticulum,Cytosol",59,-1
"Endoplasmic reticulum,Cytosol,Mid piece,Principal piece,End piece",1,-1
"Endoplasmic reticulum,Equatorial segment,Mid piece",1,-1
"Endoplasmic reticulum,Golgi apparatus",15,-1
"Endoplasmic reticulum,Golgi apparatus,Acrosome,Principal piece",1,-1
"Endoplasmic reticulum,Golgi apparatus,Centriolar satellite,Basal body",1,-1
"Endoplasmic reticulum,Golgi apparatus,Cytosol",7,-1
"Endoplasmic reticulum,Golgi apparatus,Plasma membrane",3,-1
"Endoplasmic reticulum,Golgi apparatus,Plasma membrane,Basal body",1,-1
"Endoplasmic reticulum,Golgi apparatus,Vesicles",4,-1
"Endoplasmic reticulum,Intermediate filaments",1,-1
"Endoplasmic reticulum,Lipid droplets",4,-1
"Endoplasmic reticulum,Microtubules,Cytosol",1,-1
"Endoplasmic reticulum,Mid piece,Principal piece,End piece",1,-1
"Endoplasmic reticulum,Mitochondria",6,-1
"Endoplasmic reticulum,Mitochondria,Cytosol",2,-1
"Endoplasmic reticulum,Perinuclear theca,Calyx,Connecting piece,Mid piece,Principal piece",1,-1
"Endoplasmic reticulum,Plasma membrane",20,-1
"Endoplasmic reticulum,Plasma membrane,Actin filaments",1,-1
"Endoplasmic reticulum,Plasma membrane,Cytosol",13,-1
"Endoplasmic reticulum,Plasma membrane,Focal adhesion sites",1,-1
"Endoplasmic reticulum,Plasma membrane,Midbody",1,-1
"Endoplasmic reticulum,Primary cilium",1,-1
"Endoplasmic reticulum,Primary cilium,Centriolar satellite,Basal body",1,-1
"Endoplasmic reticulum,Principal piece",1,-1
"Endoplasmic reticulum,Rods & Rings",2,-1
"Endoplasmic reticulum,Vesicles",48,-1
"Endoplasmic reticulum,Vesicles,Cell Junctions",2,-1
"Endoplasmic reticulum,Vesicles,Cytosol",4,-1
"Endoplasmic reticulum,Vesicles,Mitochondria",1,-1
"Endoplasmic reticulum,Vesicles,Mitochondria,Cytosol",1,-1
"Endoplasmic reticulum,Vesicles,Plasma membrane",3,-1
"Endoplasmic reticulum,Vesicles,Plasma membrane,Cytosol",1,-1
Endosomes,3,0
"Endosomes,Lysosomes",9,-1
"Endosomes,Lysosomes,Cytosol",1,-1
"Endosomes,Lysosomes,Mitotic spindle,Centriolar satellite,Cytosol,Mid piece",1,-1
"Equatorial segment,Calyx,Connecting piece",1,-2
"Equatorial segment,Calyx,Mid piece,Principal piece,End piece",1,-2
"Equatorial segment,Flagellar centriole,Mid piece,Principal piece",1,-2
"Equatorial segment,Mid piece,Principal piece",1,-2
"Equatorial segment,Perinuclear theca",1,-2
Flagellar centriole,2,-2
"Flagellar centriole,Mid piece,Annulus",1,-2
"Flagellar centriole,Mid piece,End piece",1,-2
"Flagellar centriole,Mid piece,Principal piece",3,-2
"Flagellar centriole,Mid piece,Principal piece,End piece",2,-2
"Flagellar centriole,Principal piece,End piece",1,-2
Focal adhesion sites,26,-2
"Focal adhesion sites,Centrosome,Cytosol",1,-2
"Focal adhesion sites,Cytosol",14,-2
"Focal adhesion sites,Mitochondria,Cytosol",1,-2
"Focal adhesion sites,Primary cilium,Centriolar satellite,Basal body,Cytosol,Calyx",1,-2
Golgi apparatus,270,-2
"Golgi apparatus,Actin filaments",1,-2
"Golgi apparatus,Actin filaments,Centrosome",1,-2
"Golgi apparatus,Actin filaments,Cytosol",2,-2
"Golgi apparatus,Basal body",5,-2
"Golgi apparatus,Basal body,Cytosol",1,-2
"Golgi apparatus,Calyx",1,-2
"Golgi apparatus,Calyx,Connecting piece,Mid piece,Principal piece",2,-2
"Golgi apparatus,Cell Junctions",4,-2
"Golgi apparatus,Cell Junctions,Midbody ring",1,-2
"Golgi apparatus,Centriolar satellite,Basal body,Cytosol",1,-2
"Golgi apparatus,Centriolar satellite,Centrosome,Basal body",1,-2
"Golgi apparatus,Centriolar satellite,Cytosol",2,-2
"Golgi apparatus,Centrosome",2,-2
"Golgi apparatus,Centrosome,Basal body",1,-2
"Golgi apparatus,Centrosome,Basal body,Cytosol",2,-2
"Golgi apparatus,Centrosome,Cytosol",1,-2
"Golgi apparatus,Centrosome,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Golgi apparatus,Cytosol",100,-2
"Golgi apparatus,Cytosol,Acrosome,Equatorial segment,Mid piece,Principal piece,End piece",1,-2
"Golgi apparatus,Cytosol,Mid piece",1,-2
"Golgi apparatus,Cytosol,Rods & Rings",1,-2
"Golgi apparatus,Flagellar centriole,Mid piece",1,-2
"Golgi apparatus,Focal adhesion sites",1,-2
"Golgi apparatus,Intermediate filaments",1,-2
"Golgi apparatus,Microtubule ends,Cytosol",1,-2
"Golgi apparatus,Microtubules,Mitotic spindle,Primary cilium,Basal body,Cytosol",1,-2
"Golgi apparatus,Microtubules,Primary cilium transition zone",1,-2
"Golgi apparatus,Mid piece,Principal piece",1,-2
"Golgi apparatus,Mid piece,Principal piece,End piece",1,-2
"Golgi apparatus,Mitochondria",2,-2
"Golgi apparatus,Mitotic spindle",1,-2
"Golgi apparatus,Mitotic spindle,Centriolar satellite,Basal body,Cytosol",1,-2
"Golgi apparatus,Mitotic spindle,Cytosol",2,-2
"Golgi apparatus,Perinuclear theca,Connecting piece,Principal piece",1,-2
"Golgi apparatus,Plasma membrane",40,-2
"Golgi apparatus,Plasma membrane,Actin filaments",1,-2
"Golgi apparatus,Plasma membrane,Actin filaments,Cytosol",1,-2
"Golgi apparatus,Plasma membrane,Basal body,Cytosol",1,-2
"Golgi apparatus,Plasma membrane,Cell Junctions",2,-2
"Golgi apparatus,Plasma membrane,Centriolar satellite",2,-2
"Golgi apparatus,Plasma membrane,Centriolar satellite,Centrosome,Basal body,Cytosol,Flagellar centriole",1,-2
"Golgi apparatus,Plasma membrane,Centriolar satellite,Cytosol",1,-2
"Golgi apparatus,Plasma membrane,Cytokinetic bridge",1,-2
"Golgi apparatus,Plasma membrane,Cytosol",43,-2
"Golgi apparatus,Plasma membrane,Focal adhesion sites",1,-2
"Golgi apparatus,Plasma membrane,Focal adhesion sites,Cytosol",1,-2
"Golgi apparatus,Plasma membrane,Intermediate filaments,Midbody ring,Centrosome,Basal body",1,-2
"Golgi apparatus,Primary cilium",2,-2
"Golgi apparatus,Primary cilium transition zone,Basal body,Cytosol",1,-2
"Golgi apparatus,Primary cilium,Basal body,Cytosol",2,-2
"Golgi apparatus,Primary cilium,Cytosol",2,-2
"Golgi apparatus,Primary cilium,Mitochondria,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Golgi apparatus,Primary cilium,Primary cilium transition zone,Centriolar satellite,Basal body,Cytosol,Mid piece",1,-2
"Golgi apparatus,Principal piece,End piece",1,-2
"Golgi apparatus,Rods & Rings",1,-2
"Golgi apparatus,Vesicles",147,-2
"Golgi apparatus,Vesicles,Cell Junctions",1,-2
"Golgi apparatus,Vesicles,Centriolar satellite,Basal body",1,-2
"Golgi apparatus,Vesicles,Centrosome",1,-2
"Golgi apparatus,Vesicles,Connecting piece,Mid piece,Principal piece",1,-2
"Golgi apparatus,Vesicles,Cytokinetic bridge",1,-2
"Golgi apparatus,Vesicles,Cytokinetic bridge,Primary cilium,Cytosol,Mid piece,Principal piece,End piece",2,-2
"Golgi apparatus,Vesicles,Cytosol",24,-2
"Golgi apparatus,Vesicles,Endosomes,Lysosomes",1,-2
"Golgi apparatus,Vesicles,Lipid droplets,Plasma membrane",1,-2
"Golgi apparatus,Vesicles,Microtubules",1,-2
"Golgi apparatus,Vesicles,Microtubules,Cytokinetic bridge,Primary cilium,Cytosol,Mid piece,Principal piece,End piece",11,-2
"Golgi apparatus,Vesicles,Mid piece",1,-2
"Golgi apparatus,Vesicles,Mid piece,Principal piece",1,-2
"Golgi apparatus,Vesicles,Mitochondria",1,-2
"Golgi apparatus,Vesicles,Mitotic spindle",1,-2
"Golgi apparatus,Vesicles,Perinuclear theca,Mid piece",1,-2
"Golgi apparatus,Vesicles,Perinuclear theca,Principal piece,End piece",1,-2
"Golgi apparatus,Vesicles,Plasma membrane",18,-2
"Golgi apparatus,Vesicles,Plasma membrane,Cell Junctions,Connecting piece,Mid piece,Principal piece",1,-2
"Golgi apparatus,Vesicles,Plasma membrane,Cytosol",2,-2
"Golgi apparatus,Vesicles,Plasma membrane,Mid piece",1,-2
"Golgi apparatus,Vesicles,Plasma membrane,Primary cilium,Cytosol,Mid piece,Principal piece,End piece",1,-2
"Golgi apparatus,Vesicles,Plasma membrane,Primary cilium,Primary cilium transition zone,Cytosol",2,-2
"Golgi apparatus,Vesicles,Primary cilium",1,-2
"Golgi apparatus,Vesicles,Primary cilium tip,Centriolar satellite,Acrosome,Flagellar centriole,Mid piece,Principal piece",1,-2
"Golgi apparatus,Vesicles,Primary cilium,Basal body,Cytosol",1,-2
"Golgi apparatus,Vesicles,Primary cilium,Primary cilium tip",1,-2
"Golgi apparatus,Vesicles,Principal piece",1,-2
Intermediate filaments,44,-2
"Intermediate filaments,Actin filaments",1,-2
"Intermediate filaments,Actin filaments,Cytosol",3,-2
"Intermediate filaments,Centriolar satellite",1,-2
"Intermediate filaments,Cytoplasmic bodies",1,-2
"Intermediate filaments,Cytosol",27,-2
"Intermediate filaments,Focal adhesion sites",1,-2
"Intermediate filaments,Focal adhesion sites,Cytosol",1,-2
"Intermediate filaments,Mitochondria",2,-2
"Intermediate filaments,Primary cilium,Basal body",1,-2
"Intermediate filaments,Rods & Rings",1,-2
Lipid droplets,11,-2
"Lipid droplets,Cell Junctions",1,-2
"Lipid droplets,Cytosol",1,-2
"Lipid droplets,Plasma membrane",1,-2
"Lipid droplets,Plasma membrane,Cytosol",1,-2
"Lipid droplets,Primary cilium transition zone,Basal body,Cytosol",1,-2
Lysosomes,1,-2
"Lysosomes,Cytokinetic bridge",1,-2
"Lysosomes,Primary cilium transition zone",1,-2
"Microtubule ends,Centrosome,Cytosol",1,-2
"Microtubule ends,Cytokinetic bridge,Mitotic spindle,Primary cilium transition zone,Centrosome",1,-2
"Microtubule ends,Cytosol,Mid piece,Principal piece",1,-2
Microtubules,37,-2
"Microtubules,Annulus",1,-2
"Microtubules,Basal body,Cytosol",1,-2
"Microtubules,Centriolar satellite,Cytosol",1,-2
"Microtubules,Centrosome",1,-2
"Microtubules,Centrosome,Cytosol",1,-2
"Microtubules,Centrosome,Cytosol,Flagellar centriole,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Cytokinetic bridge",12,-2
"Microtubules,Cytokinetic bridge,Centrosome",1,-2
"Microtubules,Cytokinetic bridge,Cytosol",4,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle",5,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Acrosome,Equatorial segment",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Centriolar satellite,Cytosol",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Cytosol",3,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body",3,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body,Acrosome,Perinuclear theca",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body,Flagellar centriole,End piece",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body,Flagellar centriole,Principal piece,End piece",10,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body,Mid piece",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Basal body,Principal piece,End piece",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Centriolar satellite,Basal body",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Centriolar satellite,Basal body,Cytosol",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Centriolar satellite,Basal body,Cytosol,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Cytokinetic bridge,Mitotic spindle,Primary cilium,Centriolar satellite,Basal body,Perinuclear theca,Principal piece,End piece",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Basal body",3,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Basal body,Cytosol",4,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Calyx,Connecting piece,Mid piece,Principal piece",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Centriolar satellite,Basal body",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Centriolar satellite,Basal body,Cytosol",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Centriolar satellite,Basal body,Flagellar centriole",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Cytosol",3,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Cytosol,Mid piece",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Cytosol,Perinuclear theca,Calyx,Principal piece,Annulus",1,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Primary cilium tip,Primary cilium transition zone,Cytosol",5,-2
"Microtubules,Cytokinetic bridge,Primary cilium,Primary cilium transition zone,Basal body,Acrosome,Equatorial segment,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Cytosol",12,-2
"Microtubules,Cytosol,Calyx,Connecting piece,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Midbody",1,-2
"Microtubules,Midbody,Cytosol",1,-2
"Microtubules,Mitochondria",2,-2
"Microtubules,Mitochondria,Acrosome,Equatorial segment,Principal piece,End piece",1,-2
"Microtubules,Mitotic spindle,Centriolar satellite,Cytosol,Acrosome,Equatorial segment,Principal piece",1,-2
"Microtubules,Mitotic spindle,Cytosol",1,-2
"Microtubules,Mitotic spindle,Cytosol,Perinuclear theca,Flagellar centriole,Mid piece,Annulus",1,-2
"Microtubules,Mitotic spindle,Mitochondria",1,-2
"Microtubules,Mitotic spindle,Primary cilium,Basal body",1,-2
"Microtubules,Mitotic spindle,Primary cilium,Basal body,Cytosol",1,-2
"Microtubules,Mitotic spindle,Primary cilium,Basal body,Cytosol,Flagellar centriole,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Mitotic spindle,Primary cilium,Basal body,Flagellar centriole,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Mitotic spindle,Primary cilium,Centriolar satellite,Basal body",1,-2
"Microtubules,Mitotic spindle,Primary cilium,Centrosome,Basal body",1,-2
"Microtubules,Mitotic spindle,Primary cilium,Cytosol",1,-2
"Microtubules,Primary cilium",12,-2
"Microtubules,Primary cilium,Basal body,Cytosol",1,-2
"Microtubules,Primary cilium,Basal body,Flagellar centriole,End piece",1,-2
"Microtubules,Primary cilium,Basal body,Flagellar centriole,Mid piece,Principal piece,End piece",1,-2
"Microtubules,Primary cilium,Centriolar satellite,Basal body",3,-2
"Microtubules,Primary cilium,Centriolar satellite,Basal body,Cytosol",2,-2
"Microtubules,Primary cilium,Cytosol",2,-2
"Microtubules,Primary cilium,End piece",1,-2
"Microtubules,Primary cilium,Mitochondria,Cytosol",1,-2
"Microtubules,Primary cilium,Primary cilium tip,Cytosol,Perinuclear theca,Calyx,Mid piece,Principal piece",1,-2
"Microtubules,Primary cilium,Primary cilium transition zone,Basal body,Cytosol",2,-2
Mid piece,18,-2
"Mid piece,Annulus",2,-2
"Mid piece,End piece",1,-2
"Mid piece,Principal piece",14,-2
"Mid piece,Principal piece,Annulus",4,-2
"Mid piece,Principal piece,End piece",13,-2
"Mid piece,Principal piece,End piece,Annulus",2,-2
Midbody,5,-2
Midbody ring,2,-2
"Midbody ring,Centrosome,Basal body,Cytosol",2,-2
"Midbody ring,Cytosol",1,-2
"Midbody,Centrosome",1,-2
"Midbody,Cytosol",1,-2
"Midbody,Mitotic spindle",1,-2
Mitochondria,536,-2
"Mitochondria,Acrosome",3,-2
"Mitochondria,Acrosome,Equatorial segment,Connecting piece,Mid piece,Principal piece",1,-2
"Mitochondria,Acrosome,Mid piece,End piece",1,-2
"Mitochondria,Calyx,Connecting piece",1,-2
"Mitochondria,Calyx,Principal piece",2,-2
"Mitochondria,Connecting piece",3,-2
"Mitochondria,Connecting piece,Flagellar centriole,Principal piece",1,-2
"Mitochondria,Cytosol",81,-2
"Mitochondria,Cytosol,Connecting piece",1,-2
"Mitochondria,Cytosol,Flagellar centriole,Mid piece,Principal piece,End piece",1,-2
"Mitochondria,Cytosol,Mid piece,Principal piece",1,-2
"Mitochondria,End piece",2,-2
"Mitochondria,Equatorial segment",1,-2
"Mitochondria,Equatorial segment,Perinuclear theca,Calyx",1,-2
"Mitochondria,Equatorial segment,Principal piece",1,-2
"Mitochondria,Flagellar centriole,End piece",1,-2
"Mitochondria,Flagellar centriole,Principal piece,End piece",1,-2
"Mitochondria,Mid piece,Principal piece,End piece",3,-2
"Mitochondria,Perinuclear theca,Calyx,Connecting piece,Mid piece,Principal piece",1,-2
"Mitochondria,Perinuclear theca,Principal piece,End piece",2,-2
"Mitochondria,Principal piece",8,-2
"Mitochondria,Rods & Rings",1,-2
"Mitotic chromosome,Mitochondria",1,-2
"Mitotic spindle,Centriolar satellite",1,-2
"Mitotic spindle,Centriolar satellite,Cytosol",1,-2
"Mitotic spindle,Centrosome,Cytosol",1,-2
"Mitotic spindle,Centrosome,Mitochondria,Cytosol",1,-2
"Mitotic spindle,Cytosol",4,-2
Nuclear bodies,66,-2
"Nuclear bodies,Actin filaments",1,-2
"Nuclear bodies,Actin filaments,Cytosol",1,-2
"Nuclear bodies,Aggresome",1,-2
"Nuclear bodies,Cell Junctions",1,-2
"Nuclear bodies,Cell Junctions,Intermediate filaments",1,-2
"Nuclear bodies,Centriolar satellite",1,-2
"Nuclear bodies,Centrosome,Basal body,Perinuclear theca,Principal piece,End piece,Annulus",1,-2
"Nuclear bodies,Centrosome,Cytosol",1,-2
"Nuclear bodies,Centrosome,Mitochondria",1,-2
"Nuclear bodies,Cytoplasmic bodies",1,-2
"Nuclear bodies,Cytosol",37,-2
"Nuclear bodies,Cytosol,Acrosome,Flagellar centriole,Mid piece,Principal piece,End piece",1,-2
"Nuclear bodies,Endoplasmic reticulum",4,-2
"Nuclear bodies,Endoplasmic reticulum,Cytosol",1,-2
"Nuclear bodies,Endoplasmic reticulum,Flagellar centriole",1,-2
"Nuclear bodies,Focal adhesion sites",1,-2
"Nuclear bodies,Golgi apparatus",1,-2
"Nuclear bodies,Golgi apparatus,Cytosol",2,-2
"Nuclear bodies,Golgi apparatus,Vesicles",1,-2
"Nuclear bodies,Microtubules",2,-2
"Nuclear bodies,Microtubules,Aggresome",1,-2
"Nuclear bodies,Microtubules,Cytokinetic bridge,Cytosol",1,-2
"Nuclear bodies,Microtubules,Midbody,Mitotic spindle",1,-2
"Nuclear bodies,Mitochondria",9,-2
"Nuclear bodies,Mitochondria,Basal body",1,-2
"Nuclear bodies,Mitochondria,Cytosol",3,-2
"Nuclear bodies,Mitochondria,Principal piece",1,-2
"Nuclear bodies,Mitotic spindle,Cytosol",1,-2
"Nuclear bodies,Plasma membrane",4,-2
"Nuclear bodies,Plasma membrane,Actin filaments",1,-2
"Nuclear bodies,Plasma membrane,Actin filaments,Cytosol",1,-2
"Nuclear bodies,Plasma membrane,Cell Junctions,Cytokinetic bridge,Mitotic spindle,Cytosol",1,-2
"Nuclear bodies,Plasma membrane,Cell Junctions,Cytosol",1,-2
"Nuclear bodies,Plasma membrane,Cytosol",5,-2
"Nuclear bodies,Plasma membrane,Microtubules",1,-2
"Nuclear bodies,Plasma membrane,Primary cilium,Basal body",1,-2
"Nuclear bodies,Primary cilium,Cytosol,Flagellar centriole,Mid piece",1,-2
"Nuclear bodies,Vesicles",4,-2
"Nuclear bodies,Vesicles,Cell Junctions",1,-2
"Nuclear bodies,Vesicles,Centrosome,Cytosol",1,-2
"Nuclear bodies,Vesicles,Cytosol",2,-2
"Nuclear bodies,Vesicles,Cytosol,Connecting piece",1,-2
"Nuclear bodies,Vesicles,Plasma membrane",3,-2
"Nuclear bodies,Vesicles,Plasma membrane,Cytosol",1,-2
Nuclear membrane,32,-2
"Nuclear membrane,Cytosol",15,-2
"Nuclear membrane,Cytosol,Perinuclear theca,Flagellar centriole,Principal piece",1,-2
"Nuclear membrane,Endoplasmic reticulum",9,-2
"Nuclear membrane,Endoplasmic reticulum,Golgi apparatus,Cytosol",1,-2
"Nuclear membrane,Endoplasmic reticulum,Golgi apparatus,Vesicles,Primary cilium,Cytosol",1,-2
"Nuclear membrane,Endoplasmic reticulum,Plasma membrane",1,-2
"Nuclear membrane,Endoplasmic reticulum,Primary cilium",1,-2
"Nuclear membrane,Endoplasmic reticulum,Vesicles,Actin filaments",1,-2
"Nuclear membrane,Golgi apparatus",6,-2
"Nuclear membrane,Golgi apparatus,Plasma membrane",1,-2
"Nuclear membrane,Intermediate filaments",1,-2
"Nuclear membrane,Intermediate filaments,Primary cilium",1,-2
"Nuclear membrane,Mitochondria",4,-2
"Nuclear membrane,Nuclear bodies",1,-2
"Nuclear membrane,Nuclear bodies,Cell Junctions,Mitochondria",1,-2
